,Author,Title,State,District,Description,DateBan
13258,"Myracle, Lauren",yolo,Virginia,"Ashland, Hanover County Public Schools","Internet Girls, Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13259,"Myracle, Lauren",ttfn,Virginia,"Ashland, Hanover County Public Schools","Internet Girls, Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13260,"Nazemian, Abdi",Like a Love Story,Virginia,"Ashland, Hanover County Public Schools","Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13261,"Norton, Preston",Neanderthal Opens the Door to the Universe,Virginia,"Ashland, Hanover County Public Schools","Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13262,"Palahniuk, Chuck",Haunted,Virginia,"Ashland, Hanover County Public Schools","Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13263,"Pérez, Ashley Hope",Out of Darkness,Virginia,"Ashland, Hanover County Public Schools","Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13264,"Peters, Julie Anne",grl2grl,Virginia,"Ashland, Hanover County Public Schools","Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13265,"Picoult, Jodi",Nineteen Minutes,Virginia,"Ashland, Hanover County Public Schools","Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13266,"Rivera, Gabby",Juliet Takes a Breath,Virginia,"Ashland, Hanover County Public Schools","Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13267,"Rosen, L. C.",Jack of Hearts (and other parts),Virginia,"Ashland, Hanover County Public Schools","Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13268,"Rutkoski, Marie",The Midnight Lie,Virginia,"Ashland, Hanover County Public Schools","Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13269,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,Virginia,"Ashland, Hanover County Public Schools","Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13270,"Scheeres, Julia",Jesus Land: A Memoir,Virginia,"Ashland, Hanover County Public Schools","Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13271,"Schwab, V. E.",The Invisible Life of Addie LaRue,Virginia,"Ashland, Hanover County Public Schools","Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13272,"Stein, Garth",The Art of Racing in the Rain,Virginia,"Ashland, Hanover County Public Schools","Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13273,"Vonnegut Jr., Kurt",Slaughterhouse-Five,Virginia,"Ashland, Hanover County Public Schools","Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13274,"Walls, Jeannette",The Glass Castle,Virginia,"Ashland, Hanover County Public Schools","Banned/Removed, SS Librarians & Admin were given list of books to review using excerpts - and if the selections met explicit, they had to remove. They were told failure to complete would be a reprimand., PDF FILES",2023-11-01
13275,"McMann, Lisa",Fade,Texas,Keller ISD,"Banned/Removed, Removed due to ""audit"", https://www.kellerisd.net/Page/7660",2023-7-01
13276,"Murphy, Julie",Pumpkin,Texas,Keller ISD,"Banned/Removed, Does not meet EFB - removed from circulation, https://www.kellerisd.net/Page/7660",2023-7-01
13277,Shakespeare,Romeo and Juliet,Texas,Keller ISD,"Retained, Retained - meets EFB criteria, https://www.kellerisd.net/Page/7660",2023-8-01
13278,"Armentrout, Jennifer L.",Storm and Fury,Texas,Keller ISD,"Banned/Removed, Does not meet EFB - removed from circulation, https://www.kellerisd.net/Page/7660",2023-10-01
13279,"Blume, Judy",Forever...,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/test",2024-1-01
13280,"Frank, E. R.",Dime,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/test",2024-1-01
13281,"Vonnegut Jr., Kurt",Slaughterhouse-Five,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/test",2024-1-01
13282,"Angelou, Maya",I Know Why The Caged Bird Sings,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/test",2024-1-01
13283,"Dugard, Jaycee",A Stolen Life,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/test",2024-1-01
13284,"Morrison, Toni",Beloved,Utah,Davis School District,"Still in Process, Sensitive Materials Review Request UPDATE 1/2024 - FURTHER REVIEW, https://www.davis.k12.ut.us/academics/library/test",2023-9-01
13285,"Scott, Elizabeth",Living Dead Girl,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/test",2024-1-01
13286,"Vonnegut Jr., Kurt",Slaughterhouse-Five: The Graphic Novel,Utah,Davis School District,"Banned/Removed, Sensitive Materials Review Request, https://www.davis.k12.ut.us/academics/library/test",2024-1-01
13287,"Lyga, Barry",Boy Toy,New Hampshire,Dover School Board,"Retained, Tax payer filed original complaint and appeals all the way to the board, https://www.nhpr.org/education/2023-11-03/dover-school-board-unanimously-rejects-effort-to-ban-boy-toy-from-library, https://www.fosters.com/story/news/education/2023/12/08/dover-schools-book-bans-frank-edelblut-nh-education-commissioner/71837130007/, https://www.fltimes.com/news/decision-on-contested-books-at-clyde-savannah-likely-months-away/article_b03efa42-9477-11ee-89d9-0f3a2a6e1e51.html",2023-11-01
13288,"Maas, Sarah J.",Queen of Shadows,Minnesota,"Brainerd, Brainerd Public Schools","Retained, Request to remove book fromm HS, https://www.brainerddispatch.com/news/local/committee-to-hear-request-to-remove-book-nov-10-in-brainerd, https://www.brainerddispatch.com/news/local/2nd-challenged-sarah-j-maas-book-to-remain-in-bhs-library",2023-11-01
13289,"Maas, Sarah J.",Empire of Storms,Minnesota,"Brainerd, Brainerd Public Schools","Retained, Request to remove book fromm HS, https://www.brainerddispatch.com/news/local/challenged-book-to-remain-in-bhs-library, https://www.brainerddispatch.com/news/local/2nd-challenged-sarah-j-maas-book-to-remain-in-bhs-library",2023-8-01
13290,"Richardson, Justin",And Tango Makes Three,Florida,Hernando County Schools,"Retained, Opposed to retain - claimed it had gender ideology., https://www.suncoastnews.com/news/hernando-school-board-bounces-three-books/article_75d96eb4-848c-11ee-aced-5f21aaa6a136.html, https://www.hernandoschools.org/departments/curriculum/public-notice-of-book-objections",2023-11-01
13291,"Parr, Todd",The Family Book,Florida,Hernando County Schools,"Retained, Update - board affirmed panel recommendation to keep., https://www.suncoastnews.com/news/hernando-school-board-bounces-three-books/article_75d96eb4-848c-11ee-aced-5f21aaa6a136.html, https://www.hernandoschools.org/departments/curriculum/public-notice-of-book-objections",2023-11-01
13292,"Atwood, Margaret",The Handmaid's Tale,Florida,Hernando County Schools,"Banned/Removed, Updated - board affirmed panel recommendations., https://www.suncoastnews.com/news/hernando-school-board-bounces-three-books/article_75d96eb4-848c-11ee-aced-5f21aaa6a136.html, https://www.hernandoschools.org/departments/curriculum/public-notice-of-book-objections",2023-11-01
13293,"Asher, Jay",Thirteen Reasons Why,Florida,Hernando County Schools,"Banned/Removed, Updated - board affirmed panel recommendations., https://www.suncoastnews.com/news/hernando-school-board-bounces-three-books/article_75d96eb4-848c-11ee-aced-5f21aaa6a136.html, https://www.hernandoschools.org/departments/curriculum/public-notice-of-book-objections",2023-11-01
13294,"Pitman, Gayle E.",This Day in June,Florida,Hernando County Schools,"Banned/Removed, Update - panel 5-4 remove; board 5-0 pull, https://www.suncoastnews.com/news/hernando-school-board-bounces-three-books/article_75d96eb4-848c-11ee-aced-5f21aaa6a136.html, https://www.hernandoschools.org/departments/curriculum/public-notice-of-book-objections",2023-11-01
13295,"Love, Jessica",Julián Is a Mermaid,Florida,Hernando County Schools,"Retained, Opposed to retain - claimed it had gender ideology., https://www.suncoastnews.com/news/hernando-school-board-bounces-three-books/article_75d96eb4-848c-11ee-aced-5f21aaa6a136.html, https://www.hernandoschools.org/departments/curriculum/public-notice-of-book-objections",2023-11-01
